20161002 182400;1.123620;1.123620;1.123560;1.123560;0
20161002 182500;1.123550;1.123650;1.123550;1.123650;0
20161002 182600;1.123760;1.124100;1.123740;1.123760;0
20161002 182700;1.123730;1.123730;1.123500;1.123500;0
20161002 182800;1.123470;1.123680;1.123450;1.123660;0
20161002 182900;1.123660;1.123760;1.123660;1.123760;0
20161002 183000;1.123760;1.123760;1.123760;1.123760;0
20161002 183100;1.123760;1.123760;1.123720;1.123720;0
20161002 183200;1.123710;1.123710;1.123670;1.123700;0
20161002 183300;1.123700;1.123700;1.123650;1.123650;0
20161002 183400;1.123660;1.123700;1.123660;1.123700;0
20161002 183500;1.123700;1.123710;1.123690;1.123690;0
20161002 183600;1.123670;1.123670;1.123560;1.123580;0
20161002 183700;1.123580;1.123580;1.123460;1.123490;0
20161002 183800;1.123480;1.123670;1.123480;1.123620;0
20161002 183900;1.123620;1.123620;1.123550;1.123550;0
20161002 184000;1.123550;1.123570;1.123530;1.123550;0
20161002 184100;1.123610;1.123670;1.123610;1.123670;0
20161002 184200;1.123640;1.123710;1.123640;1.123670;0
20161002 184300;1.123770;1.123770;1.123740;1.123770;0
